testing error,1506.200188
training error,1157.590732
testing error,1506.204862
training error,1157.579701
testing error,1506.209535
training error,1157.568682
testing error,1506.214207
training error,1157.557675
testing error,1506.218876
training error,1157.546679
testing error,1506.223544
training error,1157.535694
testing error,1506.228211
training error,1157.524721
testing error,1506.232875
training error,1157.513760
testing error,1506.237538
training error,1157.502809
testing error,1506.242200
training error,1157.491871
testing error,1506.246859
training error,1157.480943
testing error,1506.251517
training error,1157.470027
testing error,1506.256173
training error,1157.459123
testing error,1506.260828
training error,1157.448230
testing error,1506.265480
training error,1157.437348
testing error,1506.270131
training error,1157.426477
testing error,1506.274781
training error,1157.415618
testing error,1506.279428
training error,1157.404770
testing error,1506.284074
training error,1157.393933
testing error,1506.288718
training error,1157.383107
testing error,1506.293361
training error,1157.372293
testing error,1506.298002
training error,1157.361490
testing error,1506.302641
training error,1157.350698
testing error,1506.307278
training error,1157.339917
testing error,1506.311913
training error,1157.329147
testing error,1506.316547
training error,1157.318389
testing error,1506.321179
training error,1157.307641
testing error,1506.325809
training error,1157.296905
testing error,1506.330438
training error,1157.286180
testing error,1506.335064
training error,1157.275466
testing error,1506.339689
training error,1157.264763
testing error,1506.344312
training error,1157.254071
testing error,1506.348934
training error,1157.243390
testing error,1506.353553
training error,1157.232720
testing error,1506.358171
training error,1157.222060
testing error,1506.362787
training error,1157.211412
testing error,1506.367402
training error,1157.200775
testing error,1506.372014
training error,1157.190149
testing error,1506.376625
training error,1157.179534
testing error,1506.381234
training error,1157.168929
testing error,1506.385841
training error,1157.158336
testing error,1506.390446
training error,1157.147753
testing error,1506.395050
training error,1157.137181
testing error,1506.399652
training error,1157.126620
testing error,1506.404252
training error,1157.116070
testing error,1506.408850
training error,1157.105530
testing error,1506.413446
training error,1157.095002
testing error,1506.418041
training error,1157.084484
testing error,1506.422634
training error,1157.073977
testing error,1506.427225
training error,1157.063480
testing error,1506.431814
training error,1157.052994
testing error,1506.436401
training error,1157.042519
testing error,1506.440987
training error,1157.032055
testing error,1506.445570
training error,1157.021601
testing error,1506.450152
training error,1157.011158
testing error,1506.454733
training error,1157.000726
testing error,1506.459311
training error,1156.990304
testing error,1506.463888
training error,1156.979893
testing error,1506.468462
training error,1156.969492
testing error,1506.473035
training error,1156.959102
testing error,1506.477606
training error,1156.948723
testing error,1506.482176
training error,1156.938354
testing error,1506.486743
training error,1156.927995
testing error,1506.491309
training error,1156.917647
testing error,1506.495873
training error,1156.907310
testing error,1506.500435
training error,1156.896983
testing error,1506.504995
training error,1156.886666
testing error,1506.509554
training error,1156.876360
testing error,1506.514111
training error,1156.866064
testing error,1506.518666
training error,1156.855779
testing error,1506.523219
training error,1156.845504
testing error,1506.527770
training error,1156.835239
testing error,1506.532320
training error,1156.824985
testing error,1506.536867
